ncodpers,added_products
1021270,ind_reca_fin_ult1
1021274,ind_cco_fin_ult1
1021281,ind_cco_fin_ult1
1021283,ind_ctop_fin_ult1
1021288,ind_cco_fin_ult1
1021289,ind_ctop_fin_ult1
1021290,ind_cco_fin_ult1
1021291,ind_recibo_ult1
1021293,ind_recibo_ult1
1021295,ind_recibo_ult1
1021256,ind_cco_fin_ult1
1021296,ind_ctop_fin_ult1
1021255,ind_ctop_fin_ult1
1021252,ind_tjcr_fin_ult1
1021218,ind_ctop_fin_ult1
1021219,ind_recibo_ult1
1021226,ind_reca_fin_ult1
1021228,ind_dela_fin_ult1
1021229,ind_dela_fin_ult1
1021230,ind_ctop_fin_ult1
1021233,ind_recibo_ult1
1021236,ind_cco_fin_ult1
1021237,ind_ctop_fin_ult1
1021238,ind_recibo_ult1
1021241,ind_recibo_ult1
1021242,ind_recibo_ult1
1021243,ind_recibo_ult1
1021248,ind_recibo_ult1
1021249,ind_ctop_fin_ult1
1021253,ind_ctop_fin_ult1
1021297,ind_recibo_ult1
1021298,ind_recibo_ult1
1021299,ind_recibo_ult1
1021362,ind_ctop_fin_ult1
1021363,ind_ctop_fin_ult1
1021364,ind_ctop_fin_ult1
1021366,ind_ctop_fin_ult1
1021367,ind_ctop_fin_ult1
1021368,ind_ctop_fin_ult1
1021369,ind_ctop_fin_ult1
1021370,ind_ctop_fin_ult1
1021371,ind_ctop_fin_ult1
1021372,ind_ctop_fin_ult1
1021373,ind_ctop_fin_ult1
1021374,ind_ctop_fin_ult1
1021375,ind_ctop_fin_ult1
1021376,ind_recibo_ult1
1021378,ind_ctop_fin_ult1
1021361,ind_ctop_fin_ult1
1021360,ind_ctop_fin_ult1
1021359,ind_cco_fin_ult1
1021325,ind_dela_fin_ult1
1021300,ind_recibo_ult1
1021301,ind_cco_fin_ult1
1021302,ind_recibo_ult1
1021303,ind_ctop_fin_ult1
1021304,ind_ctop_fin_ult1
1021305,ind_ctop_fin_ult1
1021306,ind_tjcr_fin_ult1
1021216,ind_ctop_fin_ult1
1021307,ind_cco_fin_ult1
1021310,ind_cco_fin_ult1
1021313,ind_cco_fin_ult1
1021314,ind_ctop_fin_ult1
1021315,ind_nomina_ult1
1021317,ind_cco_fin_ult1
1021321,ind_ctop_fin_ult1
1021323,ind_dela_fin_ult1
1021309,ind_cco_fin_ult1
1020930,ind_cco_fin_ult1
1022088,ind_cco_fin_ult1
1022091,ind_recibo_ult1
1022804,ind_ctop_fin_ult1
1022809,ind_recibo_ult1
1022811,ind_ecue_fin_ult1
1022814,ind_ecue_fin_ult1
1022815,ind_ctop_fin_ult1
1022817,ind_recibo_ult1
1022819,ind_cno_fin_ult1
1022820,ind_recibo_ult1
1022822,ind_cco_fin_ult1
1022825,ind_ctop_fin_ult1
1022826,ind_ctop_fin_ult1
1022827,ind_recibo_ult1
1022829,ind_cco_fin_ult1
1022830,ind_cco_fin_ult1
1022832,ind_cco_fin_ult1
1022802,ind_ctop_fin_ult1
1022833,ind_ctop_fin_ult1
1022795,ind_deco_fin_ult1
1022788,ind_recibo_ult1
1022757,ind_tjcr_fin_ult1
1022759,ind_tjcr_fin_ult1
1022760,ind_ctop_fin_ult1
1022762,ind_recibo_ult1
1022764,ind_reca_fin_ult1
1022768,ind_ctop_fin_ult1
1022770,ind_cco_fin_ult1
1022772,ind_ecue_fin_ult1
1022773,ind_ctop_fin_ult1
1022776,ind_ctop_fin_ult1
1022779,ind_ctop_fin_ult1
1022781,ind_tjcr_fin_ult1
1022784,ind_ctop_fin_ult1
1022785,ind_recibo_ult1
1022786,ind_tjcr_fin_ult1
1022792,ind_ctop_fin_ult1
1022754,ind_recibo_ult1
1022834,ind_recibo_ult1
1022840,ind_cco_fin_ult1
1022874,ind_ctop_fin_ult1
1022875,ind_ctop_fin_ult1
1022876,ind_ctop_fin_ult1
1022877,ind_ctop_fin_ult1
1022878,ind_ctop_fin_ult1
1022879,ind_ctop_fin_ult1
1022880,ind_ctop_fin_ult1
1022881,ind_ctop_fin_ult1
1022882,ind_ctop_fin_ult1
1022883,ind_recibo_ult1
1022884,ind_dela_fin_ult1
1022890,ind_fond_fin_ult1
1022893,ind_ctop_fin_ult1
1022895,ind_ctop_fin_ult1
1022896,ind_nomina_ult1
1022873,ind_ctop_fin_ult1
1022838,ind_recibo_ult1
1022870,ind_dela_fin_ult1
1022868,ind_recibo_ult1
1022841,ind_ctop_fin_ult1
1022843,ind_recibo_ult1
1022845,ind_cco_fin_ult1
1022846,ind_ecue_fin_ult1
1022848,ind_ctop_fin_ult1
1022850,ind_ctop_fin_ult1
1022851,ind_ctop_fin_ult1
1022856,ind_recibo_ult1
1022857,ind_fond_fin_ult1
1022859,ind_ctop_fin_ult1
1022860,ind_dela_fin_ult1
1022861,ind_recibo_ult1
1022864,ind_recibo_ult1
1022865,ind_dela_fin_ult1
1022866,ind_ctop_fin_ult1
1022869,ind_dela_fin_ult1
1022897,ind_cco_fin_ult1
1022753,ind_recibo_ult1
1022751,ind_ctop_fin_ult1
1022647,ind_recibo_ult1
1022650,ind_tjcr_fin_ult1
1022656,ind_ctop_fin_ult1
1022657,ind_recibo_ult1
1022659,ind_ctop_fin_ult1
1022660,ind_recibo_ult1
1022665,ind_recibo_ult1
1022667,ind_nomina_ult1
1022669,ind_cco_fin_ult1
1022671,ind_ctop_fin_ult1
1022673,ind_cco_fin_ult1
1022674,ind_dela_fin_ult1
1022675,ind_ctop_fin_ult1
1022686,ind_recibo_ult1
1022689,ind_ctop_fin_ult1
1022646,ind_recibo_ult1
1022691,ind_cco_fin_ult1
1022645,ind_ctop_fin_ult1
1022641,ind_dela_fin_ult1
1022609,ind_ctop_fin_ult1
1022613,ind_cco_fin_ult1
1022615,ind_recibo_ult1
1022617,ind_cco_fin_ult1
1022620,ind_cco_fin_ult1
1022623,ind_reca_fin_ult1
1022625,ind_cco_fin_ult1
1022627,ind_recibo_ult1
1022629,ind_cco_fin_ult1
1022633,ind_ecue_fin_ult1
1022634,ind_reca_fin_ult1
1022635,ind_recibo_ult1
1022636,ind_recibo_ult1
1022637,ind_recibo_ult1
1022638,ind_ctop_fin_ult1
1022642,ind_cco_fin_ult1
1022752,ind_dela_fin_ult1
1022696,ind_ctop_fin_ult1
1022698,ind_ctop_fin_ult1
1022729,ind_ctop_fin_ult1
1022730,ind_recibo_ult1
1022732,ind_ctop_fin_ult1
1022733,ind_ctop_fin_ult1
1022734,ind_ctop_fin_ult1
1022735,ind_ctop_fin_ult1
1022737,ind_ctop_fin_ult1
1022739,ind_ctop_fin_ult1
1022740,ind_ctop_fin_ult1
1022741,ind_ctop_fin_ult1
1022742,ind_ctop_fin_ult1
1022743,ind_ctop_fin_ult1
1022745,ind_dela_fin_ult1
1022749,ind_dela_fin_ult1
1022750,ind_ctop_fin_ult1
1022728,ind_ctop_fin_ult1
1022697,ind_ctop_fin_ult1
1022726,ind_ctop_fin_ult1
1022723,ind_ctop_fin_ult1
1022699,ind_nomina_ult1
1022701,ind_ctop_fin_ult1
1022702,ind_ctop_fin_ult1
1022703,ind_ctop_fin_ult1
1022705,ind_ctop_fin_ult1
1022706,ind_ctop_fin_ult1
1022708,ind_ctop_fin_ult1
1022709,ind_ctop_fin_ult1
1022710,ind_recibo_ult1
1022713,ind_ctop_fin_ult1
1022714,ind_ctop_fin_ult1
1022715,ind_ctop_fin_ult1
1022717,ind_ctop_fin_ult1
1022719,ind_ctop_fin_ult1
1022720,ind_ctop_fin_ult1
1022724,ind_recibo_ult1
1022899,ind_recibo_ult1
1022900,ind_cco_fin_ult1
1022901,ind_recibo_ult1
1023089,ind_ctop_fin_ult1
1023091,ind_ctop_fin_ult1
1023092,ind_ctop_fin_ult1
1023093,ind_ctop_fin_ult1
1023094,ind_dela_fin_ult1
1023095,ind_dela_fin_ult1
1023096,ind_tjcr_fin_ult1
1023097,ind_ctop_fin_ult1
1023098,ind_recibo_ult1
1023100,ind_ctop_fin_ult1
1023103,ind_dela_fin_ult1
1023107,ind_dela_fin_ult1
1023113,ind_ctop_fin_ult1
1023114,ind_recibo_ult1
1023116,ind_cco_fin_ult1
1023088,ind_ctop_fin_ult1
1023117,ind_recibo_ult1
1023087,ind_ctop_fin_ult1
1023084,ind_ctop_fin_ult1
1023062,ind_ctop_fin_ult1
1023063,ind_ctop_fin_ult1
1023064,ind_ctop_fin_ult1
1023066,ind_ctop_fin_ult1
1023067,ind_ctop_fin_ult1
1023068,ind_dela_fin_ult1
1023070,ind_ctop_fin_ult1
1023074,ind_ctop_fin_ult1
1023075,ind_ctop_fin_ult1
1023076,ind_ctop_fin_ult1
1023077,ind_ctop_fin_ult1
1023079,ind_ctop_fin_ult1
1023080,ind_ctop_fin_ult1
1023082,ind_ctop_fin_ult1
1023083,ind_ctop_fin_ult1
1023085,ind_ctop_fin_ult1
1023061,ind_ctop_fin_ult1
1023118,ind_ctop_fin_ult1
1023120,ind_tjcr_fin_ult1
1023163,ind_recibo_ult1
1023169,ind_recibo_ult1
1023171,ind_dela_fin_ult1
1023172,ind_ecue_fin_ult1
1023173,ind_recibo_ult1
1023176,ind_nomina_ult1
1023177,ind_ctop_fin_ult1
1023181,ind_recibo_ult1
1023183,ind_dela_fin_ult1
1023185,ind_ctop_fin_ult1
1023186,ind_dela_fin_ult1
1023189,ind_ctop_fin_ult1
1023190,ind_nomina_ult1
1023191,ind_recibo_ult1
1023192,ind_cco_fin_ult1
1023161,ind_cco_fin_ult1
1023119,ind_ctop_fin_ult1
1023160,ind_ctop_fin_ult1
1023153,ind_ctop_fin_ult1
1023121,ind_nomina_ult1
1023124,ind_cco_fin_ult1
1023126,ind_recibo_ult1
1023127,ind_recibo_ult1
1023129,ind_recibo_ult1
1023132,ind_recibo_ult1
1023133,ind_cco_fin_ult1
1023135,ind_ecue_fin_ult1
1023136,ind_ctop_fin_ult1
1023137,ind_ecue_fin_ult1
1023139,ind_recibo_ult1
1023140,ind_dela_fin_ult1
1023141,ind_tjcr_fin_ult1
1023142,ind_recibo_ult1
1023151,ind_ctop_fin_ult1
1023156,ind_ctop_fin_ult1
1023060,ind_ctop_fin_ult1
1023058,ind_ctop_fin_ult1
1023057,ind_ctop_fin_ult1
1022938,ind_recibo_ult1
1022941,ind_recibo_ult1
1022943,ind_recibo_ult1
1022948,ind_ecue_fin_ult1
1022950,ind_recibo_ult1
1022953,ind_recibo_ult1
1022957,ind_ctop_fin_ult1
1022965,ind_recibo_ult1
1022967,ind_recibo_ult1
1022971,ind_recibo_ult1
1022973,ind_fond_fin_ult1
1022977,ind_cco_fin_ult1
1022978,ind_cco_fin_ult1
1022983,ind_dela_fin_ult1
1022984,ind_dela_fin_ult1
1022936,ind_cco_fin_ult1
1022985,ind_reca_fin_ult1
1022934,ind_cco_fin_ult1
1022930,ind_ctop_fin_ult1
1022904,ind_recibo_ult1
1022905,ind_recibo_ult1
1022906,ind_cco_fin_ult1
1022908,ind_recibo_ult1
1022911,ind_recibo_ult1
1022914,ind_ctop_fin_ult1
1022916,ind_ecue_fin_ult1
1022917,ind_recibo_ult1
1022920,ind_ctop_fin_ult1
1022921,ind_ctop_fin_ult1
1022924,ind_ctop_fin_ult1
1022925,ind_recibo_ult1
1022926,ind_ecue_fin_ult1
1022927,ind_cco_fin_ult1
1022928,ind_recibo_ult1
1022931,ind_cco_fin_ult1
1022990,ind_recibo_ult1
1022991,ind_recibo_ult1
1022992,ind_ctop_fin_ult1
1023037,ind_ctop_fin_ult1
1023038,ind_ctop_fin_ult1
1023039,ind_ctop_fin_ult1
1023041,ind_ctop_fin_ult1
1023043,ind_ctop_fin_ult1
1023044,ind_ctop_fin_ult1
1023045,ind_ctop_fin_ult1
1023046,ind_ctop_fin_ult1
1023047,ind_ctop_fin_ult1
1023048,ind_ctop_fin_ult1
1023049,ind_ctop_fin_ult1
1023050,ind_ctop_fin_ult1
1023051,ind_ctop_fin_ult1
1023052,ind_recibo_ult1
1023055,ind_ctop_fin_ult1
1023036,ind_ctop_fin_ult1
1023035,ind_ctop_fin_ult1
1023034,ind_ctop_fin_ult1
1023033,ind_ctop_fin_ult1
1022993,ind_ecue_fin_ult1
1022995,ind_ctop_fin_ult1
1022996,ind_tjcr_fin_ult1
1023018,ind_ctop_fin_ult1
1023019,ind_ctop_fin_ult1
1023020,ind_ctop_fin_ult1
1023021,ind_ctop_fin_ult1
1022608,ind_cco_fin_ult1
1023023,ind_ctop_fin_ult1
1023025,ind_ctop_fin_ult1
1023026,ind_ctop_fin_ult1
1023027,ind_ctop_fin_ult1
1023028,ind_ctop_fin_ult1
1023029,ind_recibo_ult1
1023031,ind_ctop_fin_ult1
1023032,ind_ctop_fin_ult1
1023024,ind_ctop_fin_ult1
1022607,ind_recibo_ult1
1022605,ind_recibo_ult1
1022602,ind_ctop_fin_ult1
1022235,ind_cco_fin_ult1
1022238,ind_ecue_fin_ult1
1022239,ind_tjcr_fin_ult1
1022240,ind_recibo_ult1
1022245,ind_ctop_fin_ult1
1022257,ind_cco_fin_ult1
1022258,ind_ctop_fin_ult1
1022263,ind_tjcr_fin_ult1
1022268,ind_cco_fin_ult1
1022269,ind_cco_fin_ult1
1022274,ind_ctop_fin_ult1
1022278,ind_tjcr_fin_ult1
1022279,ind_ctop_fin_ult1
1022280,ind_ctop_fin_ult1
1022282,ind_ctop_fin_ult1
1022233,ind_nomina_ult1
1022291,ind_ecue_fin_ult1
1022231,ind_dela_fin_ult1
1022229,ind_ecue_fin_ult1
1022203,ind_ecue_fin_ult1
1022207,ind_recibo_ult1
1022208,ind_ecue_fin_ult1
1022209,ind_recibo_ult1
1022210,ind_cco_fin_ult1
1022211,ind_cco_fin_ult1
1022213,ind_cco_fin_ult1
1022214,ind_dela_fin_ult1
1022216,ind_cco_fin_ult1
1022217,ind_cco_fin_ult1
1022219,ind_ctop_fin_ult1
1022220,ind_ctop_fin_ult1
1022221,ind_ecue_fin_ult1
1022223,ind_cco_fin_ult1
1022225,ind_cco_fin_ult1
1022230,ind_recibo_ult1
1022202,ind_ctop_fin_ult1
1022295,ind_ctop_fin_ult1
1022297,ind_ctop_fin_ult1
1022319,ind_ctop_fin_ult1
1022320,ind_ctop_fin_ult1
1022322,ind_ctop_fin_ult1
1022323,ind_ctop_fin_ult1
1022324,ind_ctop_fin_ult1
1022325,ind_ctop_fin_ult1
1022326,ind_ctop_fin_ult1
1022327,ind_ctop_fin_ult1
1022328,ind_ctop_fin_ult1
1022329,ind_ctop_fin_ult1
1022330,ind_ctop_fin_ult1
1022331,ind_ctop_fin_ult1
1022332,ind_ctop_fin_ult1
1022333,ind_ctop_fin_ult1
1022334,ind_ctop_fin_ult1
1022318,ind_ctop_fin_ult1
1022296,ind_ctop_fin_ult1
1022317,ind_ctop_fin_ult1
1022315,ind_ctop_fin_ult1
1022298,ind_ctop_fin_ult1
1022300,ind_dela_fin_ult1
1022301,ind_ctop_fin_ult1
1022302,ind_ctop_fin_ult1
1022303,ind_ctop_fin_ult1
1022304,ind_ctop_fin_ult1
1022305,ind_ctop_fin_ult1
1022306,ind_ctop_fin_ult1
1022307,ind_ctop_fin_ult1
1022308,ind_ctop_fin_ult1
1022310,ind_ctop_fin_ult1
1022311,ind_ctop_fin_ult1
1022312,ind_ctop_fin_ult1
1022313,ind_ctop_fin_ult1
1022314,ind_ctop_fin_ult1
1022316,ind_ctop_fin_ult1
1022201,ind_ctop_fin_ult1
1022197,ind_tjcr_fin_ult1
1022196,ind_ctop_fin_ult1
1022126,ind_ctop_fin_ult1
1022127,ind_ctop_fin_ult1
1022128,ind_ctop_fin_ult1
1022129,ind_ctop_fin_ult1
1022130,ind_ctop_fin_ult1
1022131,ind_ctop_fin_ult1
1022132,ind_ctop_fin_ult1
1022133,ind_ctop_fin_ult1
1022134,ind_ctop_fin_ult1
1022135,ind_ctop_fin_ult1
1022137,ind_ctop_fin_ult1
1022138,ind_ctop_fin_ult1
1022139,ind_nomina_ult1
1022141,ind_ctop_fin_ult1
1022142,ind_reca_fin_ult1
1022125,ind_ctop_fin_ult1
1022143,ind_ctop_fin_ult1
1022124,ind_ctop_fin_ult1
1022122,ind_ctop_fin_ult1
1022092,ind_dela_fin_ult1
1022093,ind_ecue_fin_ult1
1022094,ind_dela_fin_ult1
1022098,ind_recibo_ult1
1022104,ind_recibo_ult1
1022106,ind_ctop_fin_ult1
1022111,ind_ecue_fin_ult1
1022112,ind_cco_fin_ult1
1022113,ind_tjcr_fin_ult1
1022114,ind_ctop_fin_ult1
1022115,ind_recibo_ult1
1022116,ind_ctop_fin_ult1
1022117,ind_ctop_fin_ult1
1022119,ind_ctop_fin_ult1
1022120,ind_recibo_ult1
1022123,ind_reca_fin_ult1
1022145,ind_ctop_fin_ult1
1022146,ind_ctop_fin_ult1
1022147,ind_cco_fin_ult1
1022174,ind_ctop_fin_ult1
1022178,ind_tjcr_fin_ult1
1022179,ind_ctop_fin_ult1
1022182,ind_ctop_fin_ult1
1022183,ind_ctop_fin_ult1
1022184,ind_ctop_fin_ult1
1022185,ind_ctop_fin_ult1
1022186,ind_dela_fin_ult1
1022187,ind_nom_pens_ult1
1022189,ind_ctop_fin_ult1
1022190,ind_ctop_fin_ult1
1022191,ind_ctop_fin_ult1
1022192,ind_ctop_fin_ult1
1022193,ind_ctop_fin_ult1
1022194,ind_ctop_fin_ult1
1022171,ind_ctop_fin_ult1
1022170,ind_ctop_fin_ult1
1022169,ind_ctop_fin_ult1
1022167,ind_ctop_fin_ult1
1022149,ind_ctop_fin_ult1
1022150,ind_ctop_fin_ult1
1022151,ind_ctop_fin_ult1
1022152,ind_ctop_fin_ult1
1022153,ind_ctop_fin_ult1
1022154,ind_ctop_fin_ult1
1022155,ind_ctop_fin_ult1
1022335,ind_ctop_fin_ult1
1022156,ind_ctop_fin_ult1
1022159,ind_ctop_fin_ult1
1022161,ind_ctop_fin_ult1
1022162,ind_ctop_fin_ult1
1022163,ind_ctop_fin_ult1
1022164,ind_ctop_fin_ult1
1022165,ind_ctop_fin_ult1
1022166,ind_ctop_fin_ult1
1022158,ind_ctop_fin_ult1
1022090,ind_ctop_fin_ult1
1022336,ind_ctop_fin_ult1
1022338,ind_ctop_fin_ult1
1022470,ind_ctop_fin_ult1
1022471,ind_ecue_fin_ult1
1022474,ind_nomina_ult1
1022475,ind_ctop_fin_ult1
1022476,ind_cco_fin_ult1
1022479,ind_ctop_fin_ult1
1022482,ind_cco_fin_ult1
1022485,ind_dela_fin_ult1
1022487,ind_dela_fin_ult1
1022488,ind_recibo_ult1
1022491,ind_recibo_ult1
1022493,ind_recibo_ult1
1022495,ind_cco_fin_ult1
1022496,ind_recibo_ult1
1022498,ind_ctop_fin_ult1
1022469,ind_ctop_fin_ult1
1022505,ind_dela_fin_ult1
1022467,ind_cco_fin_ult1
1022463,ind_tjcr_fin_ult1
1022436,ind_cco_fin_ult1
1022439,ind_recibo_ult1
1022441,ind_ecue_fin_ult1
1022444,ind_recibo_ult1
1022446,ind_recibo_ult1
1022449,ind_recibo_ult1
1022451,ind_tjcr_fin_ult1
1022453,ind_ecue_fin_ult1
1022454,ind_ctop_fin_ult1
1022455,ind_ctop_fin_ult1
1022457,ind_recibo_ult1
1022458,ind_ctop_fin_ult1
1022459,ind_nomina_ult1
1022461,ind_cco_fin_ult1
1022462,ind_cco_fin_ult1
1022465,ind_ecue_fin_ult1
1022435,ind_dela_fin_ult1
1022508,ind_recibo_ult1
1022513,ind_recibo_ult1
1022545,ind_ctop_fin_ult1
1022558,ind_ctop_fin_ult1
1022560,ind_dela_fin_ult1
1022566,ind_ctop_fin_ult1
1022567,ind_cco_fin_ult1
1022569,ind_ctop_fin_ult1
1022570,ind_ctop_fin_ult1
1022571,ind_cco_fin_ult1
1022572,ind_recibo_ult1
1022582,ind_dela_fin_ult1
1022585,ind_recibo_ult1
1022588,ind_cco_fin_ult1
1022595,ind_cco_fin_ult1
1022600,ind_ctop_fin_ult1
1022601,ind_ctop_fin_ult1
1022543,ind_ctop_fin_ult1
1022509,ind_cco_fin_ult1
1022541,ind_recibo_ult1
1022539,ind_ctop_fin_ult1
1022516,ind_tjcr_fin_ult1
1022517,ind_ctop_fin_ult1
1022518,ind_ctop_fin_ult1
1022520,ind_recibo_ult1
1022521,ind_recibo_ult1
1022522,ind_recibo_ult1
1022523,ind_recibo_ult1
1022524,ind_recibo_ult1
1022525,ind_ctop_fin_ult1
1022526,ind_ctop_fin_ult1
1022529,ind_dela_fin_ult1
1022531,ind_ctop_fin_ult1
1022532,ind_recibo_ult1
1022535,ind_recibo_ult1
1022538,ind_ctop_fin_ult1
1022540,ind_recibo_ult1
1022430,ind_recibo_ult1
1022429,ind_recibo_ult1
1022428,ind_recibo_ult1
1022361,ind_ctop_fin_ult1
1022362,ind_ecue_fin_ult1
1022363,ind_ctop_fin_ult1
1022364,ind_ctop_fin_ult1
1022365,ind_ctop_fin_ult1
1022366,ind_ctop_fin_ult1
1022367,ind_ctop_fin_ult1
1022368,ind_ctop_fin_ult1
1022369,ind_ctop_fin_ult1
1022370,ind_ctop_fin_ult1
1022371,ind_ctop_fin_ult1
1022374,ind_ctop_fin_ult1
1022375,ind_recibo_ult1
1022376,ind_ctop_fin_ult1
1022377,ind_ctop_fin_ult1
1022360,ind_ctop_fin_ult1
1022378,ind_ctop_fin_ult1
1022359,ind_cco_fin_ult1
1022356,ind_cco_fin_ult1
1022339,ind_ctop_fin_ult1
1022340,ind_ctop_fin_ult1
1022341,ind_recibo_ult1
1022342,ind_ctop_fin_ult1
1022343,ind_ctop_fin_ult1
1022344,ind_ctop_fin_ult1
1022345,ind_ctop_fin_ult1
1022348,ind_ctop_fin_ult1
1022349,ind_ctop_fin_ult1
1022350,ind_ctop_fin_ult1
1022351,ind_ctop_fin_ult1
1022352,ind_ctop_fin_ult1
1022353,ind_ctop_fin_ult1
1022354,ind_ctop_fin_ult1
1022355,ind_ctop_fin_ult1
1022358,ind_ctop_fin_ult1
1022379,ind_ctop_fin_ult1
1022380,ind_ctop_fin_ult1
1022381,ind_ctop_fin_ult1
1022406,ind_ctop_fin_ult1
1022407,ind_dela_fin_ult1
1022408,ind_ctop_fin_ult1
1022409,ind_ctop_fin_ult1
1022410,ind_ctop_fin_ult1
1022413,ind_ctop_fin_ult1
1022414,ind_ctop_fin_ult1
1022416,ind_ctop_fin_ult1
1022417,ind_ctop_fin_ult1
1022418,ind_ctop_fin_ult1
1022420,ind_ctop_fin_ult1
1022421,ind_ctop_fin_ult1
1022422,ind_ctop_fin_ult1
1022423,ind_ctop_fin_ult1
1022426,ind_recibo_ult1
1022404,ind_ecue_fin_ult1
1022403,ind_ctop_fin_ult1
1022402,ind_ctop_fin_ult1
1022401,ind_ctop_fin_ult1
1022382,ind_ctop_fin_ult1
1022384,ind_ctop_fin_ult1
1022385,ind_ctop_fin_ult1
1022386,ind_ctop_fin_ult1
1022387,ind_ctop_fin_ult1
1022388,ind_ctop_fin_ult1
1022389,ind_cco_fin_ult1
1022337,ind_ctop_fin_ult1
1022392,ind_ctop_fin_ult1
1022394,ind_ctop_fin_ult1
1022395,ind_ctop_fin_ult1
1022396,ind_ctop_fin_ult1
1022397,ind_ctop_fin_ult1
1022398,ind_ctop_fin_ult1
1022399,ind_ctop_fin_ult1
1022400,ind_ctop_fin_ult1
1022393,ind_ctop_fin_ult1
1029211,ind_ctop_fin_ult1
1020921,ind_ctop_fin_ult1
1020917,ind_ctop_fin_ult1
1019155,ind_ctop_fin_ult1
1019162,ind_ctop_fin_ult1
1019163,ind_recibo_ult1
1019166,ind_cco_fin_ult1
1019167,ind_recibo_ult1
1019169,ind_nomina_ult1
1019171,ind_recibo_ult1
1019172,ind_cco_fin_ult1
1019174,ind_dela_fin_ult1
1019175,ind_recibo_ult1
1019176,ind_dela_fin_ult1
1019178,ind_dela_fin_ult1
1019180,ind_reca_fin_ult1
1019181,ind_recibo_ult1
1019185,ind_cco_fin_ult1
1019154,ind_ecue_fin_ult1
1019186,ind_recibo_ult1
1019152,ind_cco_fin_ult1
1019147,ind_tjcr_fin_ult1
1019112,ind_recibo_ult1
1019114,ind_cco_fin_ult1
1019118,ind_recibo_ult1
1019120,ind_ctop_fin_ult1
1019122,ind_recibo_ult1
1019127,ind_ctop_fin_ult1
1019129,ind_ctop_fin_ult1
1019131,ind_reca_fin_ult1
1019134,ind_recibo_ult1
1019135,ind_recibo_ult1
1019139,ind_ctop_fin_ult1
1019140,ind_ctop_fin_ult1
1019141,ind_cno_fin_ult1
1019142,ind_ctop_fin_ult1
1019144,ind_ctop_fin_ult1
1019150,ind_recibo_ult1
1019110,ind_recibo_ult1
1019187,ind_cco_fin_ult1
1019189,ind_cco_fin_ult1
1019247,ind_ctop_fin_ult1
1019249,ind_recibo_ult1
1019251,ind_tjcr_fin_ult1
1019253,ind_recibo_ult1
1019255,ind_ctop_fin_ult1
1019257,ind_ctop_fin_ult1
1019258,ind_cco_fin_ult1
1019264,ind_ctop_fin_ult1
1019268,ind_recibo_ult1
1019269,ind_cco_fin_ult1
1019272,ind_ctop_fin_ult1
1019274,ind_ctop_fin_ult1
1019276,ind_cco_fin_ult1
1019278,ind_tjcr_fin_ult1
1019280,ind_cco_fin_ult1
1019245,ind_recibo_ult1
1019188,ind_tjcr_fin_ult1
1019239,ind_cco_fin_ult1
1019235,ind_recibo_ult1
1019190,ind_ctop_fin_ult1
1019191,ind_tjcr_fin_ult1
1019193,ind_ecue_fin_ult1
1019198,ind_cco_fin_ult1
1019201,ind_ctpp_fin_ult1
1019203,ind_ctop_fin_ult1
1019211,ind_ctop_fin_ult1
1019212,ind_recibo_ult1
1019213,ind_recibo_ult1
1019220,ind_ctop_fin_ult1
1019222,ind_recibo_ult1
1019225,ind_ctop_fin_ult1
1019227,ind_tjcr_fin_ult1
1019231,ind_recibo_ult1
1019234,ind_dela_fin_ult1
1019236,ind_recibo_ult1
1019281,ind_recibo_ult1
1019107,ind_recibo_ult1
1019102,ind_cco_fin_ult1
1018989,ind_ctop_fin_ult1
1018991,ind_recibo_ult1
1018993,ind_dela_fin_ult1
1018994,ind_recibo_ult1
1018996,ind_tjcr_fin_ult1
1018999,ind_ctop_fin_ult1
1019000,ind_recibo_ult1
1019004,ind_ecue_fin_ult1
1019005,ind_tjcr_fin_ult1
1019006,ind_recibo_ult1
1019007,ind_ctop_fin_ult1
1019008,ind_recibo_ult1
1019010,ind_cco_fin_ult1
1019013,ind_ctop_fin_ult1
1019014,ind_recibo_ult1
1018988,ind_ctop_fin_ult1
1019016,ind_cco_fin_ult1
1018986,ind_recibo_ult1
1018983,ind_recibo_ult1
1018954,ind_recibo_ult1
1018956,ind_tjcr_fin_ult1
1018961,ind_dela_fin_ult1
1018962,ind_recibo_ult1
1018963,ind_dela_fin_ult1
1018969,ind_dela_fin_ult1
1018971,ind_recibo_ult1
1018972,ind_tjcr_fin_ult1
1018973,ind_ctop_fin_ult1
1018975,ind_ctop_fin_ult1
1018976,ind_cco_fin_ult1
1018977,ind_ecue_fin_ult1
1018979,ind_ctop_fin_ult1
1018981,ind_ctop_fin_ult1
1018982,ind_recibo_ult1
1018985,ind_ctop_fin_ult1
1019105,ind_cco_fin_ult1
1019019,ind_tjcr_fin_ult1
1019028,ind_ctop_fin_ult1
1019069,ind_ctop_fin_ult1
1019071,ind_ctop_fin_ult1
1019073,ind_recibo_ult1
1019074,ind_ecue_fin_ult1
1019075,ind_recibo_ult1
1019081,ind_dela_fin_ult1
1019082,ind_ctop_fin_ult1
1019083,ind_recibo_ult1
1019085,ind_recibo_ult1
1019086,ind_cco_fin_ult1
1019090,ind_ctop_fin_ult1
1019092,ind_recibo_ult1
1019098,ind_cco_fin_ult1
1019100,ind_dela_fin_ult1
1019101,ind_ctop_fin_ult1
1019067,ind_recibo_ult1
